id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
tmp:gesis-ssoar-92083_ref-30_block-2058141,"Konzeptionelle Probleme der Gesetzgebung über die Steuerung von Aufgaben und Finanzen des Staates (Wirkungsorientierte Verwaltungsführung, WOV","Lienhard, Andreas Caussignac; Gérard, ",2004,Zeit- schrift für Gesetzgebung und Evaluation (LeGes,,,165,journal article,,
openalex:W2810698113,"Auslagerung der Aufgabenerfüllung im Kanton Luzern, Interdisziplinäre Grundlagen- studie","Lienhard, Andreas Ladner; Andreas/Steiner, Reto Balsiger; Andreas/Buchser, Michael Wichtermann; Jürg, ",2003,KPM-Schriftenreihe,,1,,journal article,KPM-Verlag,
openalex:W2249911010,"Prozesse und Inhalte der Steuerung mit Leistungsaufträgen, Grundlagen der Kontraktsteuerung am Beispiel der Swissmedic (Schweizerisches Heilmittelinsti- tut","Lienhard, Andreas Ritz; Adrian, ",2006,KPM-Schriftenreihe,,9,,journal article,KPM-Verlag,
openalex:W2470961531,"10 Jahre New Public Ma- nagement in der Schweiz, Bilanz -Irrtümer -Erfolgsfaktoren",,2005,,,,,book,Haupt,"Lienhard, Andreas Ritz; Adrian/Steiner, Reto Ladner; Andreas, "
openalex:W2530190301,"Demokratietaugliche WoV: Das Solothurner Modell, Schweizerisches Zentralblatt für Staats-und Verwaltungsrecht (ZBl","Mastronardi, Philippe",2003,,,,393,,,
dnb:DE-599-DNB970848293-OCoLC-249694117-04-A23-0478,"New Public Management in Staat und Recht, 2","Mastronardi, Philippe Schedler; Kuno, ",2004,,,,,book,Haupt,
tmp:gesis-ssoar-92083_ref-36_block-907939,,"Moser, Christian Kettiger; Daniel, ",,,,,10,,,
tmp:gesis-ssoar-92083_ref-37_block-1124687,"Jahre Wirkungsorientierte Verwaltungsführung in der Schweiz: Entwicklungen, Ergebnisse und Perspektiven www.sgvw.ch, Stand: 14.01.2008",,,,,,,,,
tmp:gesis-ssoar-92083_ref-38_block-1784748,Gänsekiel gegen Laptop,"Mosimann, Hans Jakob",2003,"oder ""Gemeinsinn gegen Marktlogik?"" Skizze einer Wirkungsgeschichte von New Public Management in der Schweiz, in: Serdült",,,81,book chapter,Verlag NZZ,"Uwe/Widmer, Thomas"
tmp:gesis-ssoar-92083_ref-39_block-1604301,"Effektivität und Effizienz öffentlicher Einrichtungen, Am Beispiel stationärer Al- tersbetreuung und -pflege","Näf, Andreas",1998,,,,,book,Haupt,
doi:10.1016/s0723-1318(04)13016-8,"Evaluation of New Public Management Reforms in Switzerland: Empirical Results and Reflections on Methodology, in","Rieder, Stefan Lehmann; Luzia, ",2002,International Public Management Review,3,2,,journal article,,
doi:10.1177/239700220301700435,"Evaluation von New Public Management, Grundlagen und empirische Ergebnisse der Bewertung von Verwaltungsreformen in der schweizerischen Bundesverwaltung","Ritz, Adrian",2003,,,,,book,Haupt,
openalex:W2808936330,"Schweizer Reformprojekte zeigen vielschichtige Wirkung, Ergebnis- se einer Untersuchung aus der schweizerischen Bundesverwaltung","Ritz, Adrian Thom; Norbert, ",2003,Innovative Verwaltung,9,,14,journal article,,
sowiport:fis-bildung-349641,"Ansätze einer wirkungsorientierten Verwaltungsführung, Haupt: Bern/Stutt- gart/Wien","Schedler, Kuno",1995,,,,10,,,
tmp:gesis-ssoar-92083_ref-44_block-1344758,"Jahre Wirkungsorientierte Verwaltungsführung -was noch zu verbessern ist, www.sgvw.ch, Stand",,2008,,,,,,,
openalex:W1867116246,"Modernisierung mit der Politik, Ansätze und Erfahrun- gen aus Staatsreformen",,2003,,,,,book,Haupt,"Schedler, Kuno Kettiger; Daniel, "
tmp:gesis-ssoar-92083_ref-46_block-1647405,"New Public Management, 3","Schedler, Kuno Proeller; Isabella, ",2006,,,,,book,Haupt,
openalex:W2810159144,"Verwaltung im 21. Jahrhundert, Herausforderungen, Probleme","Kolloquium, ",2003,der Schwei- zerischen Akademie der Geistes-und Sozialwissenschaften (SAGW,20,,,journal article,Universitätsverlag,"Schweizer, Rainer Jeanrenaud; Claude/Kux, Stephan Sitter Liver; Beat, "
openalex:W631491756,"Politik im Fokus, Festschrift für Ulrich Klöti",,2003,,,,,book,Verlag NZZ,"Serdült, Uwe Widmer; Thomas, "
openalex:W2557176978,Interkommunale Zusammenarbeit und Gemeindezusammenschlüsse in der Schweiz,"Steiner, Reto",2002,,,,,book,Haupt,
doi:10.1016/s1096-7494(00)00037-4,New Public Management in Swiss municipalities,"-, ",2000,International Public Management Journal,,,169,journal article,,
openalex:W2469941991,Zwischene- valuation des Reformprojekts PRIMA in Riehen (BS,"Steiner, Reto Ladner; Andreas/Lienhard, Andreas Rieder; Lukas/Mérillat, Loranne",2006,KPM-Schriftenreihe,,8,,journal article,KPM- Verlag,
openalex:W2472477679,"Neues Führungs-und Steuerungsmodell für die Bundesverwaltung? Erste Einschätzung der Notwendigkeit und Machbarkeit, Studie im Rahmen des Projekts Bundesverwaltungsreform","Steiner, Reto Lienhard; Andreas/Ritz, Adrian",2007,,,,,,,
tmp:gesis-ssoar-92083_ref-53_block-1701412,7. Mai 2004: Stunden der Wahrheit für NPM -Die Bewährungs- proben für das New Public Management laufen an,"Thom, Norbert Bolz; Urs/Lutz, Jürg",,,,,17,book,NZZ,
econbiz:10003212148,"Public Management, Innovative Konzepte zur Führung im öffentli- chen Sektor, 3","Thom, Norbert Ritz; Adrian, ",2006,,,,,book,Gabler,
tmp:gesis-ssoar-92083_ref-55_block-1857208,"Effektive Schulführung, Chancen und Risiken des Pu- blic Managements im Bildungswesen","Thom, Norbert Ritz; Adrian/Steiner, Reto",2002,,,,,book,Haupt,
openalex:W2912408796,Erfolgreiche Gemeindereformen erfordern umsichtiges Management des Wandels,"Thom, Norbert Steiner; Reto, ",2002,Die Schweizer Gemeinde 7/8,,,16,book chapter,,
tmp:gesis-ssoar-92083_ref-57_block-1604302,"Allgemeines Verwaltungsrecht, 2","Tschannen, Pierre Zimmerli; Ulrich, ",2005,,,,,book,Stämpfli,
tmp:gesis-ssoar-92083_ref-58_block-2072155,"New Public Management -Grundzüge, Vorzüge, Problem- felder","Zimmerli, Ulrich Lienhard; Andreas, ",2001,"Rechtli- che Probleme der Privatisierung, Berner Tage für die juristische Praxis -BTJP 1997",,,221,book chapter,vdf,"Pollheimer, Hansjürg Mey Daniel Lehmann; Wiegand, Wolfgang"
openalex:W2904765352,"Wirkungs- orientierte Steuerung: Welche Optionen für das Parlament?, Auswege aus einer rechtlichen Kontro- verse","Zimmerli, Ulrich Bolz; Urs/Lienhard, Andreas Mastronardi; Philippe, ",2000,NZZ,,,16,journal article,,
tmp:gesis-ssoar-92083_ref-60_block-1701413,"Universität Bern, Kompetenzzen- trum für Public Management, Schanzeneckstraße 1, Postfach 8573","Autors, Anschrift; Andreas Lienhard, Prof Dr",,,,,,book,andreas.lienhard@kpm.unibe.ch,
tmp:gesis-ssoar-92084_ref-0_block-1469073,"Der Staatsanteil am BIP dagegen stieg moderater (um 1,4% von 1982-2005; vgl",,2006,Richard,,,2,journal article,,
tmp:gesis-ssoar-92084_ref-1_block-1784749,Im Jahre 2004 waren 82% der gesamten Bevölkerung und 86% aller Kommunen in Frankreich von inter- kommunalen Gemeinschaften mit Steuerhoheit erfasst,,,"In einigen Spitzenreiterregionen liegt der ""Dek- kungsgrad"" mittlerweile bei fast 100% der Kommunen (vgl. Kuhlmann 2007a",,,122,book chapter,,
tmp:gesis-ssoar-92084_ref-2_block-1469074,"In administrative terms, the French model remains one of the most centralized in the world",,2003,OECD,,,159,journal article,Hoffmann,
tmp:gesis-ssoar-92084_ref-3_block-1604303,Dies zeigen einige Beispiele der Vertragspolitik (contrats de ville,,,in denen es zu strategischen Ko- alitionen zwischen staatlichen und kommunalen Akteuren gegen die regionalen Akteure kam (z.B,,,,book chapter,,
tmp:gesis-ssoar-92084_ref-4_block-1784750,So werden große Teile der regionalen Haushalte (in den Regionen Nord-Pas-de-Calais und Limousin je- weils ca. zwei Drittel) für ko-finanzierte Projekte reserviert (Gilbert/Thoenig 1999,,,In den 1990er Jahren ko-finanzierten die Regionalräte in Frankreich jährliche je ca,,,,book chapter,,
tmp:gesis-ssoar-92084_ref-5_block-1784751,Bislang ist der Präsident der EPCI zumeist der Bürgermeister der größten Mitgliedsgemeinde und seine for- male Wahl folgt einer informalen Übereinkunft zwischen den beteiligten Kommunen,,,Der interkommunalen Exekutive steht eine -im Personalbesatz je nach Bevölkerungsstärke des Zusammenschlusses und nach Um,,,,book chapter,,
tmp:gesis-ssoar-92084_ref-6_block-996381,"Die folgenden Ausführungen konzentrieren sich auf den ""englischen Fall""",,,,,,,,,
tmp:gesis-ssoar-92084_ref-7_block-1124688,Zwar gibt es nach wie vor die Doppelfunktion des französischen Bürgermeisters als Ausführungsorgan der Beschlüsse der Gemeindevertretung einerseits und als untere staatliche Vollzugsinstanz (Agent d'Etat) andererseits. Jedoch erfolgten die Dezentralisierung überwiegend im Wege politischer Kom- munalisierung/Departementalisierung und beschränkt sich die Rolle des Bürgermeisters als Agent d'Etat nur noch auf einen kleinen Aufgabenausschnitt (z.B,,,,,,,,,
econbiz:10003511919,Quasi non-governmental organizations,,,,,,,,,
tmp:gesis-ssoar-92084_ref-9_block-1124689,So wurden die Inspektionskosten für Best Value allein für 2000/01 auf 600 Mill,,,,,,,,,
openalex:W2521497205,: Les Disparités départementales d'organisation concernant la mise en oeuvre du RMI un an après la décentralisation,"Avenel, Marie Nabos; Cécile, ",2006,Solidarité et Santé No,,,73-85,book chapter,,
tmp:gesis-ssoar-92084_ref-11_block-1701414,Pour une volonté politique forte d'aggiornamento,"Balligand, Jean Pierre Zeller; Adrien, ",2006,,,,7-10,book,Institut de la Décentralisation,"Décentralisation, Ins"
doi:10.5771/9783845272801,Modernisierung der Umweltverwaltung,"Bauer, Michael Bogumil; Jörg/Knill, Christoph Ebinger; Falk/Krapf, Sandra Reißig; Kristin, ",2007,Reformstrategien und Effekte in den Bundesländern,,,,book chapter,edition sigma,
tmp:gesis-ssoar-92084_ref-13_block-1784752,Institutionentheorie und Institutionenpolitik,"Benz, Arthur",2004,Institutionenwandel in Regierung und Verwaltung. Fest- schrift für Klaus König zum 70. Geburtstag,,,19-31,book chapter,Duncker & Humblot,"Benz, Arthur Siedentopf; rich/Sommermann, Hein; Karl Peter, "
dnb:DE-599-DNB975699040-OCoLC-76776634-05-A34-0569,Die Große Verwaltungsstrukturreform in Baden-Württemberg,"Bogumil, Jörg Ebinger; Falk, ",2005,Erste Umsetzungsanalyse und Überlegungen zur Übertragbarkeit der Ergebnisse auf NRW. Schriftenreihe der Stiftung Westfalen-Initiative,,,,book chapter,Ibbenbürener Vereinsdru- ckerei GmbH,
doi:10.4000/books.pur.24654,: Gouverner une Ville,"Borraz, Olivier",1998,,,,,,Presses Universitaires Rennes,
doi:10.1007/978-0-230-21242-8_2,France: the intermunicipal revolution,"Borraz, Olivier Le Galès; Patrick, ",2005,Comparing Local Governance. Trends and developments,,,12-28,book chapter,Pal- grave Macmillan,"Denters, Bas Rose; E, Lawrence"
doi:10.14361/9783839401200-015,Die Politik der freien Schulwahl und marktorientierten Schulreform in Großbritannien und den Vereinigten Staaten,"Boyd, William Lowe",1993,Zeitschrift für Pädagogik,39,1,53-69,journal article,,
doi:10.5771/9783845212555,2007a: Politik-und Verwaltungsreform in Kontinentaleuropa. Subnationale Institu- tionenpolitik im deutsch-französischen Vergleich,"Kuhlmann, Sabine",,,,,,,,
doi:10.5771/9783845269276-76,2007b: Leistungsmessung und evidenz-basierte Politik im internationalen Vergleich: was können die deutschen Kommunen lernen?,"Kuhlmann, Sabine",,,,,,book,Bogumil,
doi:10.5771/9783845269276,Perspektiven lo- kaler Verwaltungsmodernisierung,"Karsten/Wollmann, Hellmut",,,,,75-84,book,edition sigma,
dnb:DE-599-DNB946060886-OCoLC-722294421-96-A14-0954,"Kommunalpolitik und -verwaltung in Frankreich: das ""lokale System"" Frank- reichs","Mabileau, Albert",1996,,,,,book,Birkhäuser Verlag,
tmp:gesis-ssoar-92084_ref-22_block-1784753,Enquête sur les services d'urbanisme des villes de plus de 20.000 habitants,"Mouton, Philippe",1994,Les Cahiers du CNFPT,,41,137-150,journal article,,
tmp:gesis-ssoar-92084_ref-23_block-1604304,ODAS (Observatoire national de l'Action Sociale décentralisée,,2006,la lettre de l'Odas,,,,journal article,,
openalex:W1595880849,Public Management Reform. A Comparative Analysis,"Pollitt, Christopher Bouckaert; Geert, ",2004,,,,,,Oxford University Press,
tmp:gesis-ssoar-92084_ref-25_block-1604305,"Les ""gagnants"" et les ""perdants"" de ""l'Acte II""","Portier, Nicolas",2003,Pouvoirs Locaux,,59,62-68,journal article,,
tmp:gesis-ssoar-92084_ref-26_block-1604306,Solidarité et Performance. Les enjeux de la maîtrise des dépenses publiques lo- cales. Rapport publié le 11/12/2006,"Richard, Pierre",2006,,,,,,,
doi:10.1007/978-1-349-27027-9_4,Quangos and Local Democracy,"Stoker, Gerry",1999,"Quangos, Accountability and Reform. The Politics of Quasi-Government",,,40-54,book chapter,"St. Martin's Press in association with Political Economy Research Centre, University of Sheffield","Flinders, Matthew Smith; J, Michael"
doi:10.1111/j.0033-3298.2005.00470.x,Territorial Administration and Political Control: Decentralization in France,"Thoenig, Jean Claude",2005,Public Administration,83,3,685-708,journal article,,
tmp:gesis-ssoar-92084_ref-29_block-2072156,Britain. The transformation of public service employment rela- tions,"Winchester, David Bach; Stephen, ",1999,"Public Service Employment Relations in Europe. Transformation, modernization or inertia?",,,22-55,book chapter,Routledge,"Bach, Stephen Bordogna; Rocca, Lorenzo Della; Giuseppe/Winchester, David"
doi:10.1007/978-3-663-10504-6_13,Entwicklungslinien lokaler Demokratie und kommunaler Selbstverwaltung im internationalen Vergleich,"Wollmann, Hellmut",1999,Kommunalpolitik. Poli- tisches Handeln in den Gemeinden,,,186-205,book chapter,Leske + Budrich,"Roth, Roland Wollmann; Hellmut, "
doi:10.1007/978-3-322-92229-8_8,Evaluierung und Evaluierungsforschung von Verwaltungspolitik und -moder- nisierung -zwischen Analysepotenzial und -defizit,"Wollmann, Hellmut",2000,Evaluations- forschung,,,195-233,book chapter,Leske + Budrich,"Stockmann, Reinhard"
doi:10.5771/9783845269276-66,"Steuerung und Koordination öffentlicher Aufgaben durch deren ""echte","Wollmann, Hellmut",2007,Kommunalisierung? in: Bogumil,,,,book chapter,,
tmp:gesis-ssoar-92084_ref-33_block-1124690,Perspektiven lokaler Verwaltungsmodernisie- rung,"Karsten/Wollmann, Hellmut",,,,,65-74,book,edition sigma,
tmp:gesis-ssoar-92084_ref-34_block-1604307,"Modernisierung der Kommunalverwaltung im internationalen Vergleich, Wüs- tenrot Stiftung","Wollmann, Hellmut",2008,,,,,book,VS-Verlag (i.E,
tmp:gesis-ssoar-92084_ref-35_block-1344759,"Gastprofessorin an der Humboldt-Universität zu Berlin, Insti- tut für Sozialwissenschaften, Berlin Graduate School of Social Sciences, Unter den Lin- den 6, 10099","Autorin, Dr Sabine Kuhlmann",,,,,,book,info.kuhlmann@googlemail.com,
tmp:gesis-ssoar-92238_ref-0_block-1124691,"thoden objektiv, d.h. durch Abstraktion der Perspektive des erkennenden Subjekts, erfasst werden",,,,,,46,,,
tmp:gesis-ssoar-92238_ref-1_block-1124692,"Der normative Kern dieser Vor- stellung liegt darin, dass das Subjekt nicht nur die Welt und seine Gefühle zu objek- tivieren vermag, sondern auch sich selbst: ""Die hier als punktförmiges Selbst bezeichnete moderne Gestalt geht in ihrem Desengage- ment noch viel weiter und wird durch die gleiche Mischung von Motiven dazu angeregt, näm- lich durch das Streben nach Kontrolle in seiner Verflechtung mit einer bestimmten Auffas- sung von Erkenntnis. Das Desengagement wird noch weiter getrieben, indem es durch eine neue Wendung auf das Subjekt selbst bezogen wird","Eine Radikalisierung erfährt Descartes' Konzeption desengagierter Subjektivität durch das ""punktförmige Selbst"" bei John Locke., ",,,,,,,,
tmp:gesis-ssoar-92238_ref-2_block-1124693,"Descartes schreibt dem Subjekt noch explizit den Status eines ""Dings"" zu: Das Sub- jekt ist als denkendes Wesen ein denkendes Ding, das sich substanziell von ausge- dehnten, materiellen Dingen unterscheidet. Für Locke ist das Subjekt hingegen kein Ding mehr. Dem punktförmigen Selbst kommt nur noch eine formale Eigenschaft zu, nämlich das ""Vermögen, Dinge als Objekte zu fixieren",,,,,,,,,
tmp:gesis-ssoar-92238_ref-3_block-1344760,"QS: 294: ""Zum Desengagement gehört auch, dass wir die Haltung der ersten Person hinter uns lassen und uns mit einer Theorie oder zumindest mit einer Mutmaßung verse- hen, die angibt, wie die Dinge funktionieren","Vgl, ",,,,,,,,
tmp:gesis-ssoar-92238_ref-4_block-1344761,Taylors Interpretation der Philosophie Lockes widerspricht Jerrold Seigel,,2005,,,,87-110,,,
tmp:gesis-ssoar-92238_ref-5_block-1124694,"Nach Seigel schafft es Locke vielmehr eine reflexive, relationale und verkörperte Dimen- sion des Selbst anzuerkennen. Seigel verkennt jedoch die Ursprungshaftigkeit des punkt- förmigen Selbst, die Taylor in Quellen des Selbst überzeugend zur Darstellung bringt. Demnach erkennt zwar auch Locke an, dass das Selbst in der Realität eine relationale Bindung zu anderen Subjekten eingeht und verkörpert ist; jedoch stellt das für ihn nicht die Vorstellung infrage",,,,,,,,,
tmp:gesis-ssoar-92238_ref-6_block-1784754,"tive Perspektive, der sich vor allem -aber nicht nur -die Hermeneutik annimmt, insistiert darauf, dass Identität stets einen ""Halt"" benötigt, und zeigt auf, inwiefern Subjekte in ihrer Seinsweise auf die Verfestigung von Entzugsmomenten angewie- sen sind. Auch vor diesem Hintergrund gilt es daran zu erinnern, dass sich beide Perspektiven aufgrund ihrer Heterogenität nicht synthetisieren lassen",,,"Sie machen uns aber gerade aufgrund ihrer beiden unterschiedlichen Gesten und ihrer jeweili- gen Ein-und Abblendungen ersichtlich, welche Aspekte von Identität, Freiheit und Kritik ein nach Heidegger zu verortendes Subjektverständnis zur Darstellung brin- gen kann",,,,book chapter,,
tmp:gesis-ssoar-92238_ref-7_block-1784755,"Wie kann der auf den ersten Blick so problematische Begriff der Identität genau in ein heteronomes Subjektverständnis eingeschrieben werden? Die Antwort auf diese Frage liegt darin, dass die Identität von Subjekten wesentlich an den ab-gründigen Prozess ihrer Genese gebunden ist, weil jene ein Effekt der negativen Entzugsmo- mente von Subjektivität ist. Ein heteronomes Subjektverständnis verbindet einen dezentrierten Identitätsbegriff mit der Unmöglichkeit von Autonomie, die im selben Atemzug auf die Möglichkeit der Freiheit verweist. Das bedeutet, dass die Freiheit des Subjekts nicht in seinem Inneren beheimatet ist, sondern in einer ganz bestimm- ten Weise ""von außen",,,"Sie kommt von außen und sie geht nach außen, sie ist in gewisser Weise Exponierung -das Heideggersche Aussein -, aber sie ist es letzten Endes weniger im Sinne eines Hinaus-gesetzt-seins oder Dem-Außen-dargeboten-seins als vielmehr im viel radikaleren Sinne von: ein Außen setzen und sich selbst als Außen setzen",,,,book chapter,,
